International plan,Number vmail messages,Total day minutes,Total eve minutes,Total night minutes,Total intl minutes,Total intl calls,Customer service calls
-0.33569005499374405,1.2481610310170523,1.5897115209283934,-0.05969672236693126,0.8651516624535209,-0.09364688455437263,-0.6240839209210912,-0.43223262565892995
-0.33569005499374405,1.3216682281871126,-0.33318675623063376,-0.097192881766454,1.057723325082324,1.2690195833925813,-0.6240839209210912,-0.43223262565892995
-0.33569005499374405,-0.5895188982344561,1.1865531381810417,-1.5634900624951549,-0.7647590078376837,0.7165872315221944,0.260214635111664,-1.3367319820221224
2.978938413944484,-0.5895188982344561,2.2269618678516254,-2.733764932174993,-0.08380972658325805,-1.3458268821272494,1.144513191144419,0.47226673070426245
2.978938413944484,-0.5895188982344561,-0.2384352469213485,-1.0286764205335424,-0.2823372138294462,-0.05681806109634698,-0.6240839209210912,1.3767660870674547
2.978938413944484,-0.5895188982344561,0.8149785918701186,0.3981511187219765,0.05515951448907365,-1.4563133525013268,0.7023639131280416,-1.3367319820221224
-0.33569005499374405,1.174653833846992,0.7183692098292783,2.750541750523606,0.22787842839325712,-1.0143674710050172,1.144513191144419,1.3767660870674547
2.978938413944484,-0.5895188982344561,-0.41864890188214593,-1.9206903178274497,0.2119962294135624,-1.1616827648371206,0.7023639131280416,-1.3367319820221224
2.978938413944484,2.1302473970577767,1.4689497933773434,0.4257798677532038,2.4871212332548778,0.3482989969419365,0.260214635111664,-1.3367319820221224
-0.33569005499374405,-0.5895188982344561,0.1517180267051207,-0.7306806274110205,-0.1016772004354151,-0.42510629567660485,0.260214635111664,-1.3367319820221224
-0.33569005499374405,-0.5895188982344561,-0.9425690121805472,-1.8851676405015858,-1.1915931054169882,0.3482989969419365,-1.0662331989374687,-0.43223262565892995
-0.33569005499374405,-0.5895188982344561,-0.4260803928083645,0.9309912786099297,-0.1751323707165045,0.7534160549802207,0.260214635111664,1.3767660870674547
-0.33569005499374405,-0.5895188982344561,-1.093056703436471,2.107186594510745,0.0372920406369166,1.0480466426444266,0.7023639131280416,1.829015765249051
-0.33569005499374405,1.395175425357173,0.3133529543503725,1.588160809138405,-2.219965489352243,1.3058484068506075,-0.18193464290471362,-0.43223262565892995
-0.33569005499374405,-0.5895188982344561,0.20745420865175915,0.3507875489541583,-1.4198997157501045,-0.7933945302568627,-0.6240839209210912,1.3767660870674547
-0.33569005499374405,1.8362186083775351,0.188875481336213,0.2442195169765681,-0.7032154867913655,-0.09364688455437263,0.260214635111664,-0.43223262565892995
-0.33569005499374405,-0.5895188982344561,0.8335573191856648,-0.807646428283725,-0.16520599635419508,1.011217819186401,-1.0662331989374687,-0.43223262565892995
-0.33569005499374405,-0.5895188982344561,-0.45394848378168373,0.7750861947908618,0.15243798323970595,0.12732605619378196,-0.18193464290471362,-1.3367319820221224
-0.33569005499374405,-0.5895188982344561,-2.1761965059328117,-0.60240429262318,0.16832018221940068,-1.6772862932494814,0.7023639131280416,1.829015765249051
